year,state_code,producer_type,fuel_source,generators,facilities,nameplate_capacity_(megawatts),summer_capacity_(megawatts),summer_capacity_change
2001,NM,"Combined Heat and Power, Industrial Power",All Sources,,9.0,209.0,198.0,37.0
2002,NM,"Combined Heat and Power, Industrial Power",All Sources,,9.0,209.0,197.0,-1.0
2003,NM,"Combined Heat and Power, Industrial Power",All Sources,,9.0,209.0,197.0,0.0
2004,NM,"Combined Heat and Power, Industrial Power",All Sources,,8.0,193.0,183.0,-14.0
2005,NM,"Combined Heat and Power, Industrial Power",All Sources,,5.0,111.0,104.0,-79.0
2006,NM,"Combined Heat and Power, Industrial Power",All Sources,,6.0,113.0,106.0,2.0
2007,NM,"Combined Heat and Power, Industrial Power",All Sources,,5.0,111.0,104.0,-2.0
2008,NM,"Combined Heat and Power, Industrial Power",All Sources,,5.0,111.0,104.0,0.0
2009,NM,"Combined Heat and Power, Industrial Power",All Sources,,5.0,111.0,104.0,0.0
2010,NM,"Combined Heat and Power, Industrial Power",All Sources,,5.0,111.0,104.0,0.0
1995,NV,"Combined Heat and Power, Industrial Power",All Sources,,1.0,1.5,1.5,
1996,NV,"Combined Heat and Power, Industrial Power",All Sources,,1.0,1.5,1.5,0.0
1997,NV,"Combined Heat and Power, Industrial Power",All Sources,,1.0,1.5,1.5,0.0
2006,NV,"Combined Heat and Power, Industrial Power",All Sources,,1.0,148.0,111.0,109.5
2007,NV,"Combined Heat and Power, Industrial Power",All Sources,,2.0,119.0,112.0,1.0
2008,NV,"Combined Heat and Power, Industrial Power",All Sources,,2.0,119.0,112.0,0.0
2009,NV,"Combined Heat and Power, Industrial Power",All Sources,,2.0,119.0,112.0,0.0
2010,NV,"Combined Heat and Power, Industrial Power",All Sources,,2.0,119.0,112.0,0.0
1990,NY,"Combined Heat and Power, Industrial Power",All Sources,,27.0,494.0,457.5,
1991,NY,"Combined Heat and Power, Industrial Power",All Sources,,28.0,589.7,538.4,80.89999999999998
1992,NY,"Combined Heat and Power, Industrial Power",All Sources,,31.0,717.5,647.1,108.70000000000005
1993,NY,"Combined Heat and Power, Industrial Power",All Sources,,28.0,711.0,640.5,-6.600000000000023
1994,NY,"Combined Heat and Power, Industrial Power",All Sources,,31.0,728.0,657.5,17.0
1995,NY,"Combined Heat and Power, Industrial Power",All Sources,,30.0,728.0,656.6,-0.8999999999999773
1996,NY,"Combined Heat and Power, Industrial Power",All Sources,,31.0,754.5,679.6,23.0
1997,NY,"Combined Heat and Power, Industrial Power",All Sources,,31.0,767.2,692.5,12.899999999999977
1998,NY,"Combined Heat and Power, Industrial Power",All Sources,,28.0,716.1,647.1,-45.39999999999998
1999,NY,"Combined Heat and Power, Industrial Power",All Sources,,26.0,702.9,635.6,-11.5
2000,NY,"Combined Heat and Power, Industrial Power",All Sources,,24.0,621.0,565.0,-70.60000000000002
2001,NY,"Combined Heat and Power, Industrial Power",All Sources,,23.0,592.0,523.0,-42.0
2002,NY,"Combined Heat and Power, Industrial Power",All Sources,,23.0,614.0,540.0,17.0
2003,NY,"Combined Heat and Power, Industrial Power",All Sources,,20.0,547.0,483.0,-57.0
2004,NY,"Combined Heat and Power, Industrial Power",All Sources,,16.0,380.0,365.0,-118.0
2005,NY,"Combined Heat and Power, Industrial Power",All Sources,,16.0,380.0,365.0,0.0
2006,NY,"Combined Heat and Power, Industrial Power",All Sources,,16.0,380.0,365.0,0.0
2007,NY,"Combined Heat and Power, Industrial Power",All Sources,,15.0,372.0,358.0,-7.0
2008,NY,"Combined Heat and Power, Industrial Power",All Sources,,13.0,255.0,246.0,-112.0
2009,NY,"Combined Heat and Power, Industrial Power",All Sources,,13.0,255.0,246.0,0.0
2010,NY,"Combined Heat and Power, Industrial Power",All Sources,,13.0,255.0,245.0,-1.0
1990,OH,"Combined Heat and Power, Industrial Power",All Sources,,13.0,297.3,278.6,
1991,OH,"Combined Heat and Power, Industrial Power",All Sources,,12.0,295.8,277.2,-1.400000000000034
1992,OH,"Combined Heat and Power, Industrial Power",All Sources,,12.0,297.3,279.0,1.8000000000000114
1993,OH,"Combined Heat and Power, Industrial Power",All Sources,,13.0,297.3,278.6,-0.39999999999997726
1994,OH,"Combined Heat and Power, Industrial Power",All Sources,,12.0,297.3,279.0,0.39999999999997726
1995,OH,"Combined Heat and Power, Industrial Power",All Sources,,12.0,306.1,287.2,8.199999999999989
1996,OH,"Combined Heat and Power, Industrial Power",All Sources,,14.0,307.1,288.2,1.0
1997,OH,"Combined Heat and Power, Industrial Power",All Sources,,13.0,297.1,278.2,-10.0
1998,OH,"Combined Heat and Power, Industrial Power",All Sources,,12.0,273.1,255.8,-22.399999999999977
1999,OH,"Combined Heat and Power, Industrial Power",All Sources,,11.0,266.6,249.7,-6.100000000000023
2000,OH,"Combined Heat and Power, Industrial Power",All Sources,,12.0,267.0,250.0,0.30000000000001137
2001,OH,"Combined Heat and Power, Industrial Power",All Sources,,12.0,267.0,224.0,-26.0
2002,OH,"Combined Heat and Power, Industrial Power",All Sources,,11.0,267.0,225.0,1.0
2003,OH,"Combined Heat and Power, Industrial Power",All Sources,,12.0,279.0,231.0,6.0
2004,OH,"Combined Heat and Power, Industrial Power",All Sources,,13.0,279.0,231.0,0.0
2005,OH,"Combined Heat and Power, Industrial Power",All Sources,,12.0,279.0,231.0,0.0
2006,OH,"Combined Heat and Power, Industrial Power",All Sources,,12.0,239.0,198.0,-33.0
2007,OH,"Combined Heat and Power, Industrial Power",All Sources,,12.0,239.0,198.0,0.0
2008,OH,"Combined Heat and Power, Industrial Power",All Sources,,12.0,239.0,196.0,-2.0
2009,OH,"Combined Heat and Power, Industrial Power",All Sources,,13.0,260.0,218.0,22.0
2010,OH,"Combined Heat and Power, Industrial Power",All Sources,,14.0,284.0,236.0,18.0
1990,OK,"Combined Heat and Power, Industrial Power",All Sources,,8.0,370.5,338.3,
1991,OK,"Combined Heat and Power, Industrial Power",All Sources,,7.0,366.7,336.7,-1.6000000000000227
1992,OK,"Combined Heat and Power, Industrial Power",All Sources,,9.0,372.9,342.4,5.699999999999989
1993,OK,"Combined Heat and Power, Industrial Power",All Sources,,8.0,365.7,335.7,-6.699999999999989
1994,OK,"Combined Heat and Power, Industrial Power",All Sources,,8.0,365.7,335.8,0.10000000000002274
1995,OK,"Combined Heat and Power, Industrial Power",All Sources,,7.0,362.2,332.4,-3.400000000000034
1996,OK,"Combined Heat and Power, Industrial Power",All Sources,,7.0,352.2,322.8,-9.599999999999966
1997,OK,"Combined Heat and Power, Industrial Power",All Sources,,7.0,352.2,322.8,0.0
1998,OK,"Combined Heat and Power, Industrial Power",All Sources,,7.0,347.2,318.0,-4.800000000000011
1999,OK,"Combined Heat and Power, Industrial Power",All Sources,,7.0,347.2,318.0,0.0
2000,OK,"Combined Heat and Power, Industrial Power",All Sources,,7.0,347.0,318.0,0.0
2001,OK,"Combined Heat and Power, Industrial Power",All Sources,,7.0,354.0,276.0,-42.0
2002,OK,"Combined Heat and Power, Industrial Power",All Sources,,7.0,354.0,277.0,1.0
2003,OK,"Combined Heat and Power, Industrial Power",All Sources,,7.0,357.0,279.0,2.0
2004,OK,"Combined Heat and Power, Industrial Power",All Sources,,9.0,358.0,280.0,1.0
2005,OK,"Combined Heat and Power, Industrial Power",All Sources,,9.0,363.0,278.0,-2.0
2006,OK,"Combined Heat and Power, Industrial Power",All Sources,,8.0,279.0,213.0,-65.0
2007,OK,"Combined Heat and Power, Industrial Power",All Sources,,8.0,215.0,156.0,-57.0
2008,OK,"Combined Heat and Power, Industrial Power",All Sources,,9.0,224.0,163.0,7.0
2009,OK,"Combined Heat and Power, Industrial Power",All Sources,,6.0,216.0,156.0,-7.0
2010,OK,"Combined Heat and Power, Industrial Power",All Sources,,5.0,208.0,150.0,-6.0
1990,OR,"Combined Heat and Power, Industrial Power",All Sources,,14.0,164.6,156.9,
1991,OR,"Combined Heat and Power, Industrial Power",All Sources,,14.0,164.6,156.9,0.0
1992,OR,"Combined Heat and Power, Industrial Power",All Sources,,13.0,159.6,152.3,-4.599999999999994
1993,OR,"Combined Heat and Power, Industrial Power",All Sources,,9.0,126.1,120.3,-32.000000000000014
1994,OR,"Combined Heat and Power, Industrial Power",All Sources,,8.0,118.6,113.1,-7.200000000000003
1995,OR,"Combined Heat and Power, Industrial Power",All Sources,,9.0,209.9,193.9,80.80000000000001
1996,OR,"Combined Heat and Power, Industrial Power",All Sources,,7.0,208.6,192.7,-1.200000000000017
1997,OR,"Combined Heat and Power, Industrial Power",All Sources,,6.0,203.2,187.4,-5.299999999999983
1998,OR,"Combined Heat and Power, Industrial Power",All Sources,,6.0,190.7,175.3,-12.099999999999994
1999,OR,"Combined Heat and Power, Industrial Power",All Sources,,6.0,203.2,189.0,13.699999999999989
2000,OR,"Combined Heat and Power, Industrial Power",All Sources,,6.0,248.0,228.0,39.0
2001,OR,"Combined Heat and Power, Industrial Power",All Sources,,7.0,247.0,217.0,-11.0
2002,OR,"Combined Heat and Power, Industrial Power",All Sources,,7.0,247.0,198.0,-19.0
2003,OR,"Combined Heat and Power, Industrial Power",All Sources,,10.0,356.0,279.0,81.0
2004,OR,"Combined Heat and Power, Industrial Power",All Sources,,10.0,354.0,279.0,0.0
2005,OR,"Combined Heat and Power, Industrial Power",All Sources,,9.0,431.0,306.0,27.0
2006,OR,"Combined Heat and Power, Industrial Power",All Sources,,9.0,431.0,308.0,2.0
2007,OR,"Combined Heat and Power, Industrial Power",All Sources,,11.0,398.0,287.0,-21.0
2008,OR,"Combined Heat and Power, Industrial Power",All Sources,,10.0,344.0,247.0,-40.0
2009,OR,"Combined Heat and Power, Industrial Power",All Sources,,10.0,344.0,244.0,-3.0
2010,OR,"Combined Heat and Power, Industrial Power",All Sources,,8.0,248.0,170.0,-74.0
1990,PA,"Combined Heat and Power, Industrial Power",All Sources,,30.0,919.7,851.1,
1991,PA,"Combined Heat and Power, Industrial Power",All Sources,,28.0,918.9,851.5,0.39999999999997726
1992,PA,"Combined Heat and Power, Industrial Power",All Sources,,30.0,927.5,851.2,-0.2999999999999545
1993,PA,"Combined Heat and Power, Industrial Power",All Sources,,31.0,974.6,894.4,43.19999999999993
1994,PA,"Combined Heat and Power, Industrial Power",All Sources,,31.0,1011.7,936.3,41.89999999999998
1995,PA,"Combined Heat and Power, Industrial Power",All Sources,,32.0,1018.7,942.9,6.600000000000023
1996,PA,"Combined Heat and Power, Industrial Power",All Sources,,29.0,878.2,822.1,-120.79999999999995
1997,PA,"Combined Heat and Power, Industrial Power",All Sources,,28.0,819.6,765.8,-56.30000000000007
1998,PA,"Combined Heat and Power, Industrial Power",All Sources,,27.0,753.7,703.1,-62.69999999999993
1999,PA,"Combined Heat and Power, Industrial Power",All Sources,,23.0,725.6,675.6,-27.5
2000,PA,"Combined Heat and Power, Industrial Power",All Sources,,22.0,729.0,678.0,2.3999999999999773
2001,PA,"Combined Heat and Power, Industrial Power",All Sources,,22.0,783.0,680.0,2.0
2002,PA,"Combined Heat and Power, Industrial Power",All Sources,,21.0,706.0,590.0,-90.0
2003,PA,"Combined Heat and Power, Industrial Power",All Sources,,20.0,680.0,576.0,-14.0
2004,PA,"Combined Heat and Power, Industrial Power",All Sources,,18.0,642.0,538.0,-38.0
2005,PA,"Combined Heat and Power, Industrial Power",All Sources,,17.0,641.0,543.0,5.0
2006,PA,"Combined Heat and Power, Industrial Power",All Sources,,17.0,644.0,544.0,1.0
2007,PA,"Combined Heat and Power, Industrial Power",All Sources,,16.0,633.0,565.0,21.0
2008,PA,"Combined Heat and Power, Industrial Power",All Sources,,15.0,631.0,551.0,-14.0
2009,PA,"Combined Heat and Power, Industrial Power",All Sources,,15.0,631.0,558.0,7.0
2010,PA,"Combined Heat and Power, Industrial Power",All Sources,,16.0,635.0,559.0,1.0
1990,PR,"Combined Heat and Power, Industrial Power",All Sources,,1.0,20.2,19.7,
1991,RI,"Combined Heat and Power, Industrial Power",All Sources,,1.0,4.3,4.2,
1992,RI,"Combined Heat and Power, Industrial Power",All Sources,,1.0,4.3,4.2,0.0
1993,RI,"Combined Heat and Power, Industrial Power",All Sources,,1.0,4.3,4.2,0.0
1994,RI,"Combined Heat and Power, Industrial Power",All Sources,,2.0,7.8,7.5,3.3
1995,RI,"Combined Heat and Power, Industrial Power",All Sources,,2.0,7.3,7.0,-0.5
1996,RI,"Combined Heat and Power, Industrial Power",All Sources,,3.0,7.3,7.0,0.0
1997,RI,"Combined Heat and Power, Industrial Power",All Sources,,3.0,7.3,7.0,0.0
1998,RI,"Combined Heat and Power, Industrial Power",All Sources,,2.0,6.6,6.3,-0.7000000000000002
1999,RI,"Combined Heat and Power, Industrial Power",All Sources,,2.0,6.6,6.3,0.0
2000,RI,"Combined Heat and Power, Industrial Power",All Sources,,1.0,2.0,2.0,-4.3
2001,RI,"Combined Heat and Power, Industrial Power",All Sources,,1.0,2.0,2.0,0.0
2002,RI,"Combined Heat and Power, Industrial Power",All Sources,,1.0,2.0,2.0,0.0
2003,RI,"Combined Heat and Power, Industrial Power",All Sources,,1.0,2.0,2.0,0.0
2004,RI,"Combined Heat and Power, Industrial Power",All Sources,,1.0,2.0,2.0,0.0
2005,RI,"Combined Heat and Power, Industrial Power",All Sources,,1.0,2.0,2.0,0.0
2006,RI,"Combined Heat and Power, Industrial Power",All Sources,,1.0,2.0,2.0,0.0
1990,SC,"Combined Heat and Power, Industrial Power",All Sources,,7.0,363.9,339.6,
1991,SC,"Combined Heat and Power, Industrial Power",All Sources,,7.0,425.1,399.4,59.799999999999955
1992,SC,"Combined Heat and Power, Industrial Power",All Sources,,7.0,425.1,399.4,0.0
1993,SC,"Combined Heat and Power, Industrial Power",All Sources,,7.0,444.1,417.2,17.80000000000001
1994,SC,"Combined Heat and Power, Industrial Power",All Sources,,7.0,444.1,417.2,0.0
1995,SC,"Combined Heat and Power, Industrial Power",All Sources,,6.0,392.7,369.6,-47.599999999999966
1996,SC,"Combined Heat and Power, Industrial Power",All Sources,,6.0,392.7,369.6,0.0
1997,SC,"Combined Heat and Power, Industrial Power",All Sources,,6.0,392.7,369.6,0.0
1998,SC,"Combined Heat and Power, Industrial Power",All Sources,,6.0,373.9,351.6,-18.0
1999,SC,"Combined Heat and Power, Industrial Power",All Sources,,4.0,342.9,321.5,-30.100000000000023
2000,SC,"Combined Heat and Power, Industrial Power",All Sources,,5.0,343.0,321.0,-0.5
2001,SC,"Combined Heat and Power, Industrial Power",All Sources,,5.0,343.0,326.0,5.0
2002,SC,"Combined Heat and Power, Industrial Power",All Sources,,5.0,343.0,326.0,0.0
2003,SC,"Combined Heat and Power, Industrial Power",All Sources,,5.0,343.0,326.0,0.0
2004,SC,"Combined Heat and Power, Industrial Power",All Sources,,5.0,343.0,324.0,-2.0
2005,SC,"Combined Heat and Power, Industrial Power",All Sources,,5.0,343.0,321.0,-3.0
2006,SC,"Combined Heat and Power, Industrial Power",All Sources,,5.0,343.0,324.0,3.0
2007,SC,"Combined Heat and Power, Industrial Power",All Sources,,5.0,343.0,324.0,0.0
2008,SC,"Combined Heat and Power, Industrial Power",All Sources,,5.0,343.0,324.0,0.0
2009,SC,"Combined Heat and Power, Industrial Power",All Sources,,5.0,343.0,324.0,0.0
2010,SC,"Combined Heat and Power, Industrial Power",All Sources,,6.0,394.0,358.0,34.0
1990,TN,"Combined Heat and Power, Industrial Power",All Sources,,12.0,397.4,370.0,
1991,TN,"Combined Heat and Power, Industrial Power",All Sources,,13.0,397.4,369.6,-0.39999999999997726
1992,TN,"Combined Heat and Power, Industrial Power",All Sources,,14.0,423.6,394.5,24.899999999999977
1993,TN,"Combined Heat and Power, Industrial Power",All Sources,,14.0,424.1,395.0,0.5
1994,TN,"Combined Heat and Power, Industrial Power",All Sources,,16.0,644.9,611.3,216.29999999999995
1995,TN,"Combined Heat and Power, Industrial Power",All Sources,,15.0,627.4,594.9,-16.399999999999977
1996,TN,"Combined Heat and Power, Industrial Power",All Sources,,15.0,627.8,595.3,0.39999999999997726
1997,TN,"Combined Heat and Power, Industrial Power",All Sources,,15.0,605.7,575.1,-20.199999999999932
1998,TN,"Combined Heat and Power, Industrial Power",All Sources,,15.0,628.2,596.4,21.299999999999955
1999,TN,"Combined Heat and Power, Industrial Power",All Sources,,15.0,629.2,597.3,0.8999999999999773
2000,TN,"Combined Heat and Power, Industrial Power",All Sources,,15.0,630.0,595.0,-2.2999999999999545
2001,TN,"Combined Heat and Power, Industrial Power",All Sources,,14.0,575.0,534.0,-61.0
2002,TN,"Combined Heat and Power, Industrial Power",All Sources,,14.0,579.0,560.0,26.0
2003,TN,"Combined Heat and Power, Industrial Power",All Sources,,15.0,664.0,632.0,72.0
2004,TN,"Combined Heat and Power, Industrial Power",All Sources,,15.0,664.0,646.0,14.0
2005,TN,"Combined Heat and Power, Industrial Power",All Sources,,13.0,558.0,567.0,-79.0
2006,TN,"Combined Heat and Power, Industrial Power",All Sources,,13.0,608.0,630.0,63.0
2007,TN,"Combined Heat and Power, Industrial Power",All Sources,,8.0,391.0,374.0,-256.0
2008,TN,"Combined Heat and Power, Industrial Power",All Sources,,8.0,391.0,374.0,0.0
2009,TN,"Combined Heat and Power, Industrial Power",All Sources,,8.0,391.0,374.0,0.0
2010,TN,"Combined Heat and Power, Industrial Power",All Sources,,6.0,406.0,391.0,17.0
1990,TX,"Combined Heat and Power, Industrial Power",All Sources,,77.0,5785.4,5072.5,
1991,TX,"Combined Heat and Power, Industrial Power",All Sources,,73.0,5785.2,5059.9,-12.600000000000364
1992,TX,"Combined Heat and Power, Industrial Power",All Sources,,81.0,5946.7,5198.4,138.5
1993,TX,"Combined Heat and Power, Industrial Power",All Sources,,80.0,6157.3,5369.8,171.40000000000055
1994,TX,"Combined Heat and Power, Industrial Power",All Sources,,82.0,6325.7,5518.9,149.09999999999945
1995,TX,"Combined Heat and Power, Industrial Power",All Sources,,82.0,6318.3,5513.8,-5.099999999999454
1996,TX,"Combined Heat and Power, Industrial Power",All Sources,,84.0,6408.6,5588.6,74.80000000000018
1997,TX,"Combined Heat and Power, Industrial Power",All Sources,,85.0,6413.4,5593.7,5.099999999999454
1998,TX,"Combined Heat and Power, Industrial Power",All Sources,,82.0,6449.7,5626.0,32.30000000000018
1999,TX,"Combined Heat and Power, Industrial Power",All Sources,,85.0,7062.4,6147.1,521.1000000000004
2000,TX,"Combined Heat and Power, Industrial Power",All Sources,,79.0,7122.0,6223.0,75.89999999999964
2001,TX,"Combined Heat and Power, Industrial Power",All Sources,,80.0,7131.0,6384.0,161.0
2002,TX,"Combined Heat and Power, Industrial Power",All Sources,,78.0,7005.0,6224.0,-160.0
2003,TX,"Combined Heat and Power, Industrial Power",All Sources,,78.0,7749.0,6649.0,425.0
2004,TX,"Combined Heat and Power, Industrial Power",All Sources,,73.0,7718.0,6752.0,103.0
2005,TX,"Combined Heat and Power, Industrial Power",All Sources,,73.0,8175.0,7095.0,343.0
2006,TX,"Combined Heat and Power, Industrial Power",All Sources,,68.0,7830.0,6721.0,-374.0
2007,TX,"Combined Heat and Power, Industrial Power",All Sources,,66.0,7639.0,6533.0,-188.0
2008,TX,"Combined Heat and Power, Industrial Power",All Sources,,65.0,7622.0,6516.0,-17.0
2009,TX,"Combined Heat and Power, Industrial Power",All Sources,,63.0,7783.0,6669.0,153.0
2010,TX,"Combined Heat and Power, Industrial Power",All Sources,,65.0,8445.0,7254.0,585.0
1990,US,"Combined Heat and Power, Industrial Power",All Sources,,819.0,25100.1,22864.7,
1991,US,"Combined Heat and Power, Industrial Power",All Sources,,777.0,25493.4,23214.5,349.7999999999993
1992,US,"Combined Heat and Power, Industrial Power",All Sources,,846.0,26197.3,23826.0,611.5
1993,US,"Combined Heat and Power, Industrial Power",All Sources,,844.0,26800.6,24348.7,522.7000000000007
1994,US,"Combined Heat and Power, Industrial Power",All Sources,,874.0,27880.8,25386.1,1037.3999999999978
1995,US,"Combined Heat and Power, Industrial Power",All Sources,,864.0,28051.6,25524.1,138.0
1996,US,"Combined Heat and Power, Industrial Power",All Sources,,872.0,28502.4,25923.4,399.3000000000029
1997,US,"Combined Heat and Power, Industrial Power",All Sources,,862.0,28835.2,26197.9,274.5
1998,US,"Combined Heat and Power, Industrial Power",All Sources,,843.0,28639.6,26018.7,-179.20000000000073
1999,US,"Combined Heat and Power, Industrial Power",All Sources,,819.0,29933.5,27118.9,1100.2000000000007
2000,US,"Combined Heat and Power, Industrial Power",All Sources,,795.0,30212.0,27348.0,229.09999999999854
2001,US,"Combined Heat and Power, Industrial Power",All Sources,,767.0,29500.0,26553.0,-795.0
2002,US,"Combined Heat and Power, Industrial Power",All Sources,,759.0,30472.0,27295.0,742.0
2003,US,"Combined Heat and Power, Industrial Power",All Sources,,742.0,31429.0,27740.0,445.0
2004,US,"Combined Heat and Power, Industrial Power",All Sources,,716.0,30705.0,27367.0,-373.0
2005,US,"Combined Heat and Power, Industrial Power",All Sources,,692.0,30659.0,27230.0,-137.0
2006,US,"Combined Heat and Power, Industrial Power",All Sources,,677.0,31543.0,27773.0,543.0
2007,US,"Combined Heat and Power, Industrial Power",All Sources,,652.0,30694.0,26844.0,-929.0
2008,US,"Combined Heat and Power, Industrial Power",All Sources,,635.0,30439.0,26599.0,-245.0
2009,US,"Combined Heat and Power, Industrial Power",All Sources,,624.0,30761.0,26815.0,216.0
2010,US,"Combined Heat and Power, Industrial Power",All Sources,,622.0,31294.0,27359.0,544.0
1990,UT,"Combined Heat and Power, Industrial Power",All Sources,,2.0,67.0,64.6,
1991,UT,"Combined Heat and Power, Industrial Power",All Sources,,2.0,67.0,64.6,0.0
1992,UT,"Combined Heat and Power, Industrial Power",All Sources,,2.0,67.0,64.6,0.0
1993,UT,"Combined Heat and Power, Industrial Power",All Sources,,2.0,67.0,64.6,0.0
1994,UT,"Combined Heat and Power, Industrial Power",All Sources,,2.0,67.0,64.6,0.0
1995,UT,"Combined Heat and Power, Industrial Power",All Sources,,2.0,67.0,64.6,0.0
1996,UT,"Combined Heat and Power, Industrial Power",All Sources,,2.0,67.0,64.6,0.0
1997,UT,"Combined Heat and Power, Industrial Power",All Sources,,3.0,67.0,64.6,0.0
1998,UT,"Combined Heat and Power, Industrial Power",All Sources,,2.0,67.0,64.6,0.0
1999,UT,"Combined Heat and Power, Industrial Power",All Sources,,2.0,67.0,64.6,0.0
2000,UT,"Combined Heat and Power, Industrial Power",All Sources,,1.0,50.0,46.0,-18.599999999999994
2001,UT,"Combined Heat and Power, Industrial Power",All Sources,,1.0,50.0,50.0,4.0
2002,UT,"Combined Heat and Power, Industrial Power",All Sources,,1.0,50.0,50.0,0.0
2003,UT,"Combined Heat and Power, Industrial Power",All Sources,,1.0,100.0,93.0,43.0
2004,UT,"Combined Heat and Power, Industrial Power",All Sources,,2.0,207.0,187.0,94.0
2005,UT,"Combined Heat and Power, Industrial Power",All Sources,,2.0,214.0,187.0,0.0
2006,UT,"Combined Heat and Power, Industrial Power",All Sources,,3.0,239.0,209.0,22.0
2007,UT,"Combined Heat and Power, Industrial Power",All Sources,,3.0,239.0,229.0,20.0
2008,UT,"Combined Heat and Power, Industrial Power",All Sources,,3.0,239.0,229.0,0.0
2009,UT,"Combined Heat and Power, Industrial Power",All Sources,,3.0,239.0,229.0,0.0
2010,UT,"Combined Heat and Power, Industrial Power",All Sources,,3.0,245.0,235.0,6.0
1990,VA,"Combined Heat and Power, Industrial Power",All Sources,,20.0,494.8,469.0,
1991,VA,"Combined Heat and Power, Industrial Power",All Sources,,20.0,509.7,483.7,14.699999999999989
1992,VA,"Combined Heat and Power, Industrial Power",All Sources,,20.0,509.7,483.7,0.0
1993,VA,"Combined Heat and Power, Industrial Power",All Sources,,21.0,493.1,468.7,-15.0
1994,VA,"Combined Heat and Power, Industrial Power",All Sources,,21.0,493.1,468.7,0.0
1995,VA,"Combined Heat and Power, Industrial Power",All Sources,,22.0,488.6,464.6,-4.099999999999966
1996,VA,"Combined Heat and Power, Industrial Power",All Sources,,22.0,491.2,466.9,2.2999999999999545
1997,VA,"Combined Heat and Power, Industrial Power",All Sources,,23.0,547.7,514.7,47.80000000000007
1998,VA,"Combined Heat and Power, Industrial Power",All Sources,,22.0,548.1,514.5,-0.20000000000004547
1999,VA,"Combined Heat and Power, Industrial Power",All Sources,,20.0,530.6,498.7,-15.800000000000011
2000,VA,"Combined Heat and Power, Industrial Power",All Sources,,21.0,530.0,495.0,-3.6999999999999886
2001,VA,"Combined Heat and Power, Industrial Power",All Sources,,19.0,521.0,481.0,-14.0
2002,VA,"Combined Heat and Power, Industrial Power",All Sources,,17.0,519.0,472.0,-9.0
2003,VA,"Combined Heat and Power, Industrial Power",All Sources,,17.0,526.0,439.0,-33.0
2004,VA,"Combined Heat and Power, Industrial Power",All Sources,,17.0,521.0,436.0,-3.0
2005,VA,"Combined Heat and Power, Industrial Power",All Sources,,17.0,521.0,434.0,-2.0
2006,VA,"Combined Heat and Power, Industrial Power",All Sources,,16.0,512.0,414.0,-20.0
2007,VA,"Combined Heat and Power, Industrial Power",All Sources,,15.0,511.0,414.0,0.0
2008,VA,"Combined Heat and Power, Industrial Power",All Sources,,16.0,509.0,430.0,16.0
2009,VA,"Combined Heat and Power, Industrial Power",All Sources,,16.0,503.0,423.0,-7.0
2010,VA,"Combined Heat and Power, Industrial Power",All Sources,,15.0,485.0,445.0,22.0
1990,VT,"Combined Heat and Power, Industrial Power",All Sources,,2.0,8.9,8.6,
1991,VT,"Combined Heat and Power, Industrial Power",All Sources,,2.0,8.9,8.6,0.0
1992,VT,"Combined Heat and Power, Industrial Power",All Sources,,2.0,8.9,8.6,0.0
1993,VT,"Combined Heat and Power, Industrial Power",All Sources,,2.0,8.9,8.6,0.0
1994,VT,"Combined Heat and Power, Industrial Power",All Sources,,2.0,8.9,8.6,0.0
1995,VT,"Combined Heat and Power, Industrial Power",All Sources,,2.0,8.9,8.6,0.0
1996,VT,"Combined Heat and Power, Industrial Power",All Sources,,2.0,9.3,9.1,0.5
1997,VT,"Combined Heat and Power, Industrial Power",All Sources,,2.0,8.9,8.6,-0.5
1998,VT,"Combined Heat and Power, Industrial Power",All Sources,,2.0,8.9,8.6,0.0
1999,VT,"Combined Heat and Power, Industrial Power",All Sources,,2.0,8.9,8.6,0.0
2000,VT,"Combined Heat and Power, Industrial Power",All Sources,,2.0,9.0,9.0,0.40000000000000036
2001,VT,"Combined Heat and Power, Industrial Power",All Sources,,2.0,9.0,8.0,-1.0
2002,VT,"Combined Heat and Power, Industrial Power",All Sources,,2.0,9.0,8.0,0.0
2003,VT,"Combined Heat and Power, Industrial Power",All Sources,,2.0,9.0,8.0,0.0
2004,VT,"Combined Heat and Power, Industrial Power",All Sources,,2.0,9.0,8.0,0.0
2005,VT,"Combined Heat and Power, Industrial Power",All Sources,,2.0,9.0,8.0,0.0
2006,VT,"Combined Heat and Power, Industrial Power",All Sources,,2.0,9.0,8.0,0.0
2007,VT,"Combined Heat and Power, Industrial Power",All Sources,,2.0,9.0,8.0,0.0
2008,VT,"Combined Heat and Power, Industrial Power",All Sources,,2.0,9.0,8.0,0.0
2009,VT,"Combined Heat and Power, Industrial Power",All Sources,,2.0,9.0,8.0,0.0
2010,VT,"Combined Heat and Power, Industrial Power",All Sources,,2.0,9.0,8.0,0.0
1990,WA,"Combined Heat and Power, Industrial Power",All Sources,,20.0,318.3,301.6,
1991,WA,"Combined Heat and Power, Industrial Power",All Sources,,17.0,293.3,279.8,-21.80000000000001
1992,WA,"Combined Heat and Power, Industrial Power",All Sources,,14.0,260.8,249.2,-30.600000000000023
1993,WA,"Combined Heat and Power, Industrial Power",All Sources,,13.0,250.3,239.0,-10.199999999999989
1994,WA,"Combined Heat and Power, Industrial Power",All Sources,,12.0,227.8,219.8,-19.19999999999999
